subject_order,subject,category,question_number,difficulty,question,option_a,option_b,option_c,option_d,correct_option
24,Microbiology,Science,3,Easy,"[Easy] In Microbiology, what is the SI unit of energy used in most quantitative analyses?",Coulomb (C),Watt (W),Pascal (Pa),Joule (J),D
24,Microbiology,Science,4,Easy,"[Easy] In Microbiology, what is the SI unit of energy used in most quantitative analyses?",Joule (J),Watt (W),Pascal (Pa),Coulomb (C),A
24,Microbiology,Science,5,Easy,"[Easy] In Microbiology, what is the SI unit of energy used in most quantitative analyses?",Watt (W),Joule (J),Pascal (Pa),Coulomb (C),B
24,Microbiology,Science,6,Easy,"[Easy] In Microbiology, what is the SI unit of energy used in most quantitative analyses?",Pascal (Pa),Watt (W),Joule (J),Coulomb (C),C
24,Microbiology,Science,7,Easy,"[Easy] In Microbiology, what is the SI unit of energy used in most quantitative analyses?",Coulomb (C),Watt (W),Pascal (Pa),Joule (J),D
24,Microbiology,Science,8,Easy,"[Easy] In Microbiology, what is the SI unit of energy used in most quantitative analyses?",Joule (J),Watt (W),Pascal (Pa),Coulomb (C),A
24,Microbiology,Science,9,Easy,"[Easy] In Microbiology, what is the SI unit of energy used in most quantitative analyses?",Watt (W),Joule (J),Pascal (Pa),Coulomb (C),B
24,Microbiology,Science,10,Easy,"[Easy] In Microbiology, what is the SI unit of energy used in most quantitative analyses?",Pascal (Pa),Watt (W),Joule (J),Coulomb (C),C
24,Microbiology,Science,11,Easy,"[Easy] In Microbiology, what is the SI unit of energy used in most quantitative analyses?",Coulomb (C),Watt (W),Pascal (Pa),Joule (J),D
24,Microbiology,Science,12,Easy,"[Easy] In Microbiology, what is the SI unit of energy used in most quantitative analyses?",Joule (J),Watt (W),Pascal (Pa),Coulomb (C),A
24,Microbiology,Science,13,Easy,"[Easy] In Microbiology, what is the SI unit of energy used in most quantitative analyses?",Watt (W),Joule (J),Pascal (Pa),Coulomb (C),B
24,Microbiology,Science,14,Easy,"[Easy] In Microbiology, what is the SI unit of energy used in most quantitative analyses?",Pascal (Pa),Watt (W),Joule (J),Coulomb (C),C
24,Microbiology,Science,15,Easy,"[Easy] In Microbiology, what is the SI unit of energy used in most quantitative analyses?",Coulomb (C),Watt (W),Pascal (Pa),Joule (J),D
24,Microbiology,Science,16,Easy,"[Easy] In Microbiology, what is the SI unit of energy used in most quantitative analyses?",Joule (J),Watt (W),Pascal (Pa),Coulomb (C),A
24,Microbiology,Science,17,Easy,"[Easy] In Microbiology, what is the SI unit of energy used in most quantitative analyses?",Watt (W),Joule (J),Pascal (Pa),Coulomb (C),B
24,Microbiology,Science,18,Easy,"[Easy] In Microbiology, what is the SI unit of energy used in most quantitative analyses?",Pascal (Pa),Watt (W),Joule (J),Coulomb (C),C
24,Microbiology,Science,19,Easy,"[Easy] In Microbiology, what is the SI unit of energy used in most quantitative analyses?",Coulomb (C),Watt (W),Pascal (Pa),Joule (J),D
24,Microbiology,Science,20,Easy,"[Easy] In Microbiology, what is the SI unit of energy used in most quantitative analyses?",Joule (J),Watt (W),Pascal (Pa),Coulomb (C),A
24,Microbiology,Science,21,Easy,"[Easy] In Microbiology, what is the SI unit of energy used in most quantitative analyses?",Watt (W),Joule (J),Pascal (Pa),Coulomb (C),B
24,Microbiology,Science,22,Easy,"[Easy] In Microbiology, what is the SI unit of energy used in most quantitative analyses?",Pascal (Pa),Watt (W),Joule (J),Coulomb (C),C
24,Microbiology,Science,23,Easy,"[Easy] In Microbiology, what is the SI unit of energy used in most quantitative analyses?",Coulomb (C),Watt (W),Pascal (Pa),Joule (J),D
24,Microbiology,Science,24,Easy,"[Easy] In Microbiology, what is the SI unit of energy used in most quantitative analyses?",Joule (J),Watt (W),Pascal (Pa),Coulomb (C),A
24,Microbiology,Science,25,Easy,"[Easy] In Microbiology, what is the SI unit of energy used in most quantitative analyses?",Watt (W),Joule (J),Pascal (Pa),Coulomb (C),B
24,Microbiology,Science,26,Easy,"[Easy] In Microbiology, what is the SI unit of energy used in most quantitative analyses?",Pascal (Pa),Watt (W),Joule (J),Coulomb (C),C
24,Microbiology,Science,27,Easy,"[Easy] In Microbiology, what is the SI unit of energy used in most quantitative analyses?",Coulomb (C),Watt (W),Pascal (Pa),Joule (J),D
24,Microbiology,Science,28,Easy,"[Easy] In Microbiology, what is the SI unit of energy used in most quantitative analyses?",Joule (J),Watt (W),Pascal (Pa),Coulomb (C),A
24,Microbiology,Science,29,Easy,"[Easy] In Microbiology, what is the SI unit of energy used in most quantitative analyses?",Watt (W),Joule (J),Pascal (Pa),Coulomb (C),B
24,Microbiology,Science,30,Easy,"[Easy] In Microbiology, what is the SI unit of energy used in most quantitative analyses?",Pascal (Pa),Watt (W),Joule (J),Coulomb (C),C
24,Microbiology,Science,31,Easy,"[Easy] In Microbiology, what is the SI unit of energy used in most quantitative analyses?",Coulomb (C),Watt (W),Pascal (Pa),Joule (J),D
24,Microbiology,Science,32,Easy,"[Easy] In Microbiology, what is the SI unit of energy used in most quantitative analyses?",Joule (J),Watt (W),Pascal (Pa),Coulomb (C),A
24,Microbiology,Science,33,Easy,"[Easy] In Microbiology, what is the SI unit of energy used in most quantitative analyses?",Watt (W),Joule (J),Pascal (Pa),Coulomb (C),B
24,Microbiology,Science,34,Easy,"[Easy] In Microbiology, what is the SI unit of energy used in most quantitative analyses?",Pascal (Pa),Watt (W),Joule (J),Coulomb (C),C
24,Microbiology,Science,35,Easy,"[Easy] In Microbiology, what is the SI unit of energy used in most quantitative analyses?",Coulomb (C),Watt (W),Pascal (Pa),Joule (J),D
24,Microbiology,Science,36,Easy,"[Easy] In Microbiology, what is the SI unit of energy used in most quantitative analyses?",Joule (J),Watt (W),Pascal (Pa),Coulomb (C),A
24,Microbiology,Science,37,Easy,"[Easy] In Microbiology, what is the SI unit of energy used in most quantitative analyses?",Watt (W),Joule (J),Pascal (Pa),Coulomb (C),B
24,Microbiology,Science,38,Easy,"[Easy] In Microbiology, what is the SI unit of energy used in most quantitative analyses?",Pascal (Pa),Watt (W),Joule (J),Coulomb (C),C
24,Microbiology,Science,39,Easy,"[Easy] In Microbiology, what is the SI unit of energy used in most quantitative analyses?",Coulomb (C),Watt (W),Pascal (Pa),Joule (J),D
24,Microbiology,Science,40,Easy,"[Easy] In Microbiology, what is the SI unit of energy used in most quantitative analyses?",Joule (J),Watt (W),Pascal (Pa),Coulomb (C),A
24,Microbiology,Science,41,Easy,"[Easy] In Microbiology, what is the SI unit of energy used in most quantitative analyses?",Watt (W),Joule (J),Pascal (Pa),Coulomb (C),B
24,Microbiology,Science,42,Easy,"[Easy] In Microbiology, what is the SI unit of energy used in most quantitative analyses?",Pascal (Pa),Watt (W),Joule (J),Coulomb (C),C
24,Microbiology,Science,43,Easy,"[Easy] In Microbiology, what is the SI unit of energy used in most quantitative analyses?",Coulomb (C),Watt (W),Pascal (Pa),Joule (J),D
24,Microbiology,Science,44,Easy,"[Easy] In Microbiology, what is the SI unit of energy used in most quantitative analyses?",Joule (J),Watt (W),Pascal (Pa),Coulomb (C),A
24,Microbiology,Science,45,Easy,"[Easy] In Microbiology, what is the SI unit of energy used in most quantitative analyses?",Watt (W),Joule (J),Pascal (Pa),Coulomb (C),B
24,Microbiology,Science,46,Easy,"[Easy] In Microbiology, what is the SI unit of energy used in most quantitative analyses?",Pascal (Pa),Watt (W),Joule (J),Coulomb (C),C
24,Microbiology,Science,47,Easy,"[Easy] In Microbiology, what is the SI unit of energy used in most quantitative analyses?",Coulomb (C),Watt (W),Pascal (Pa),Joule (J),D
24,Microbiology,Science,48,Easy,"[Easy] In Microbiology, what is the SI unit of energy used in most quantitative analyses?",Joule (J),Watt (W),Pascal (Pa),Coulomb (C),A
24,Microbiology,Science,49,Easy,"[Easy] In Microbiology, what is the SI unit of energy used in most quantitative analyses?",Watt (W),Joule (J),Pascal (Pa),Coulomb (C),B
24,Microbiology,Science,50,Easy,"[Easy] In Microbiology, what is the SI unit of energy used in most quantitative analyses?",Pascal (Pa),Watt (W),Joule (J),Coulomb (C),C
24,Microbiology,Science,51,Easy,"[Easy] In Microbiology, what is the SI unit of energy used in most quantitative analyses?",Coulomb (C),Watt (W),Pascal (Pa),Joule (J),D
24,Microbiology,Science,52,Easy,"[Easy] In Microbiology, what is the SI unit of energy used in most quantitative analyses?",Joule (J),Watt (W),Pascal (Pa),Coulomb (C),A
24,Microbiology,Science,53,Easy,"[Easy] In Microbiology, what is the SI unit of energy used in most quantitative analyses?",Watt (W),Joule (J),Pascal (Pa),Coulomb (C),B
24,Microbiology,Science,54,Easy,"[Easy] In Microbiology, what is the SI unit of energy used in most quantitative analyses?",Pascal (Pa),Watt (W),Joule (J),Coulomb (C),C
24,Microbiology,Science,55,Easy,"[Easy] In Microbiology, what is the SI unit of energy used in most quantitative analyses?",Coulomb (C),Watt (W),Pascal (Pa),Joule (J),D
24,Microbiology,Science,56,Easy,"[Easy] In Microbiology, what is the SI unit of energy used in most quantitative analyses?",Joule (J),Watt (W),Pascal (Pa),Coulomb (C),A
24,Microbiology,Science,57,Easy,"[Easy] In Microbiology, what is the SI unit of energy used in most quantitative analyses?",Watt (W),Joule (J),Pascal (Pa),Coulomb (C),B
24,Microbiology,Science,58,Easy,"[Easy] In Microbiology, what is the SI unit of energy used in most quantitative analyses?",Pascal (Pa),Watt (W),Joule (J),Coulomb (C),C
24,Microbiology,Science,59,Easy,"[Easy] In Microbiology, what is the SI unit of energy used in most quantitative analyses?",Coulomb (C),Watt (W),Pascal (Pa),Joule (J),D
24,Microbiology,Science,60,Easy,"[Easy] In Microbiology, what is the SI unit of energy used in most quantitative analyses?",Joule (J),Watt (W),Pascal (Pa),Coulomb (C),A
24,Microbiology,Science,61,Easy,"[Easy] In Microbiology, what is the SI unit of energy used in most quantitative analyses?",Watt (W),Joule (J),Pascal (Pa),Coulomb (C),B
24,Microbiology,Science,62,Easy,"[Easy] In Microbiology, what is the SI unit of energy used in most quantitative analyses?",Pascal (Pa),Watt (W),Joule (J),Coulomb (C),C
24,Microbiology,Science,63,Easy,"[Easy] In Microbiology, what is the SI unit of energy used in most quantitative analyses?",Coulomb (C),Watt (W),Pascal (Pa),Joule (J),D
24,Microbiology,Science,64,Easy,"[Easy] In Microbiology, what is the SI unit of energy used in most quantitative analyses?",Joule (J),Watt (W),Pascal (Pa),Coulomb (C),A
24,Microbiology,Science,65,Easy,"[Easy] In Microbiology, what is the SI unit of energy used in most quantitative analyses?",Watt (W),Joule (J),Pascal (Pa),Coulomb (C),B
24,Microbiology,Science,66,Easy,"[Easy] In Microbiology, what is the SI unit of energy used in most quantitative analyses?",Pascal (Pa),Watt (W),Joule (J),Coulomb (C),C
24,Microbiology,Science,67,Easy,"[Easy] In Microbiology, what is the SI unit of energy used in most quantitative analyses?",Coulomb (C),Watt (W),Pascal (Pa),Joule (J),D
24,Microbiology,Science,68,Easy,"[Easy] In Microbiology, what is the SI unit of energy used in most quantitative analyses?",Joule (J),Watt (W),Pascal (Pa),Coulomb (C),A
24,Microbiology,Science,69,Easy,"[Easy] In Microbiology, what is the SI unit of energy used in most quantitative analyses?",Watt (W),Joule (J),Pascal (Pa),Coulomb (C),B
24,Microbiology,Science,70,Easy,"[Easy] In Microbiology, what is the SI unit of energy used in most quantitative analyses?",Pascal (Pa),Watt (W),Joule (J),Coulomb (C),C
24,Microbiology,Science,71,Medium,"[Medium] In Microbiology, what is the SI unit of energy used in most quantitative analyses?",Coulomb (C),Watt (W),Pascal (Pa),Joule (J),D
24,Microbiology,Science,72,Medium,"[Medium] In Microbiology, what is the SI unit of energy used in most quantitative analyses?",Joule (J),Watt (W),Pascal (Pa),Coulomb (C),A
24,Microbiology,Science,73,Medium,"[Medium] In Microbiology, what is the SI unit of energy used in most quantitative analyses?",Watt (W),Joule (J),Pascal (Pa),Coulomb (C),B
24,Microbiology,Science,74,Medium,"[Medium] In Microbiology, what is the SI unit of energy used in most quantitative analyses?",Pascal (Pa),Watt (W),Joule (J),Coulomb (C),C
24,Microbiology,Science,75,Medium,"[Medium] In Microbiology, what is the SI unit of energy used in most quantitative analyses?",Coulomb (C),Watt (W),Pascal (Pa),Joule (J),D
24,Microbiology,Science,76,Medium,"[Medium] In Microbiology, what is the SI unit of energy used in most quantitative analyses?",Joule (J),Watt (W),Pascal (Pa),Coulomb (C),A
24,Microbiology,Science,77,Medium,"[Medium] In Microbiology, what is the SI unit of energy used in most quantitative analyses?",Watt (W),Joule (J),Pascal (Pa),Coulomb (C),B
24,Microbiology,Science,78,Medium,"[Medium] In Microbiology, what is the SI unit of energy used in most quantitative analyses?",Pascal (Pa),Watt (W),Joule (J),Coulomb (C),C
24,Microbiology,Science,79,Medium,"[Medium] In Microbiology, what is the SI unit of energy used in most quantitative analyses?",Coulomb (C),Watt (W),Pascal (Pa),Joule (J),D
24,Microbiology,Science,80,Medium,"[Medium] In Microbiology, what is the SI unit of energy used in most quantitative analyses?",Joule (J),Watt (W),Pascal (Pa),Coulomb (C),A
24,Microbiology,Science,81,Medium,"[Medium] In Microbiology, what is the SI unit of energy used in most quantitative analyses?",Watt (W),Joule (J),Pascal (Pa),Coulomb (C),B
24,Microbiology,Science,82,Medium,"[Medium] In Microbiology, what is the SI unit of energy used in most quantitative analyses?",Pascal (Pa),Watt (W),Joule (J),Coulomb (C),C
24,Microbiology,Science,83,Medium,"[Medium] In Microbiology, what is the SI unit of energy used in most quantitative analyses?",Coulomb (C),Watt (W),Pascal (Pa),Joule (J),D
24,Microbiology,Science,84,Medium,"[Medium] In Microbiology, what is the SI unit of energy used in most quantitative analyses?",Joule (J),Watt (W),Pascal (Pa),Coulomb (C),A
24,Microbiology,Science,85,Medium,"[Medium] In Microbiology, what is the SI unit of energy used in most quantitative analyses?",Watt (W),Joule (J),Pascal (Pa),Coulomb (C),B
24,Microbiology,Science,86,Medium,"[Medium] In Microbiology, what is the SI unit of energy used in most quantitative analyses?",Pascal (Pa),Watt (W),Joule (J),Coulomb (C),C
24,Microbiology,Science,87,Medium,"[Medium] In Microbiology, what is the SI unit of energy used in most quantitative analyses?",Coulomb (C),Watt (W),Pascal (Pa),Joule (J),D
24,Microbiology,Science,88,Medium,"[Medium] In Microbiology, what is the SI unit of energy used in most quantitative analyses?",Joule (J),Watt (W),Pascal (Pa),Coulomb (C),A
24,Microbiology,Science,89,Medium,"[Medium] In Microbiology, what is the SI unit of energy used in most quantitative analyses?",Watt (W),Joule (J),Pascal (Pa),Coulomb (C),B
24,Microbiology,Science,90,Medium,"[Medium] In Microbiology, what is the SI unit of energy used in most quantitative analyses?",Pascal (Pa),Watt (W),Joule (J),Coulomb (C),C
24,Microbiology,Science,91,Medium,"[Medium] In Microbiology, what is the SI unit of energy used in most quantitative analyses?",Coulomb (C),Watt (W),Pascal (Pa),Joule (J),D
24,Microbiology,Science,92,Medium,"[Medium] In Microbiology, what is the SI unit of energy used in most quantitative analyses?",Joule (J),Watt (W),Pascal (Pa),Coulomb (C),A
24,Microbiology,Science,93,Medium,"[Medium] In Microbiology, what is the SI unit of energy used in most quantitative analyses?",Watt (W),Joule (J),Pascal (Pa),Coulomb (C),B
24,Microbiology,Science,94,Medium,"[Medium] In Microbiology, what is the SI unit of energy used in most quantitative analyses?",Pascal (Pa),Watt (W),Joule (J),Coulomb (C),C
24,Microbiology,Science,95,Medium,"[Medium] In Microbiology, what is the SI unit of energy used in most quantitative analyses?",Coulomb (C),Watt (W),Pascal (Pa),Joule (J),D
24,Microbiology,Science,96,Medium,"[Medium] In Microbiology, what is the SI unit of energy used in most quantitative analyses?",Joule (J),Watt (W),Pascal (Pa),Coulomb (C),A
24,Microbiology,Science,97,Medium,"[Medium] In Microbiology, what is the SI unit of energy used in most quantitative analyses?",Watt (W),Joule (J),Pascal (Pa),Coulomb (C),B
